65915,vikar i fagene biologi og kemi eventuelt bioteknologi,2022-08-11,biologi-bioteknologi-kemi-teknologi,vikariat,Buddinge Hovedgade 81,2860,Søborg,Region Hovedstaden	
65917,timerester i kemi,2022-08-11,kemi,fast stilling,Blytækkerporten 2,2650,Hvidovre,Region Hovedstaden	
65918,vikar i gsk kemi,2022-08-12,kemi,vikariat,Dahlénsstræde 5,2820,Gentofte,Region Hovedstaden	
65919,lærer i kemi til gux nuuk,2022-08-12,kemi,fast stilling,C.E. Jansensvej 11,3900,Nuuk,	
65920,planlægningsstærk uddannelsessekretær søges til administrationen,2022-08-12,,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden	
65921,viborg gymnasium søger 2 uddannelsesledere,2022-08-13,,fast stilling,Skaldehøjvej 12,8800,Viborg,Region Midtjylland	
65924,horsens hf & vuc søger geografi-lærer,2022-08-15,geografi,fast stilling,Holmboes Alle 1C,8700,Horsens,Region Midtjylland	
65925,secondary teacher at the european school copenhagen,2022-08-15,,fast stilling,Ny Carlsbergvej 99,1799,København V,Region Hovedstaden	
65926,hf og vuc klar søger vikar til biologi slagelseafdelingen,2022-08-15,biologi,vikariat,Herrestræde 11,4200,Slagelse,Region Sjælland	
65927,haster - greve gymnasium søger deltidsvikar i mediefag,2022-08-16,mediefag,vikariat,Rådhusholmen 12,2670,Greve,Region Sjælland	
65928,vikariat i fransk til frederikssunds handelsgymnasium,2022-08-17,fransk,vikariat,Heimdalsvej 1,3600,Frederikssund,Region Hovedstaden	
65929,årsvikar i samfundsfag,          ,samfundsfag,vikariat,         ,    ,       ,         	
65930,barselsvikariat i naturgeografi og biologi på brønderslev gymnasium og hf,2022-08-17,biologi-geografi,vikariat,Islands Allé 20,9700,Brønderslev,Region Nordjylland	
65931,nyborg gymnasium søger planlægningsstærk uddannelsesleder der tror på det bedste i mennesker!,2022-08-18,,fast stilling,Skolebakken 13,5800,Nyborg,Region Syddanmark	
65932,kombineret økonomiarbejder og studiesekretær,          ,,fast stilling,         ,    ,       ,         	
65933,deltidsvikar i psykologi,2022-08-22,psykologi,vikariat,Kolding Åpark 16,6000,Kolding,Region Syddanmark	
65934,vicerektor til birkerød gymnasium,2022-08-22,,fast stilling,Søndervangen 56,3460,Birkerød,Region Hovedstaden	
65935,barselsvikariat i dansk og psykologi,2022-08-22,dansk-psykologi,vikariat,Søndervangsvej 1,9330,Dronninglund,Region Nordjylland	
65936,administrativ medarbejder til nærum gymnasium,2022-08-22,,fast stilling,Nærum Hovedgade 30,2850,Nærum,Region Hovedstaden	
65937,frederiksberg hf søger vikar i idræt,2022-08-22,idræt,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
65938,haster - sygevikariat i musik på borupgaard gymnasium,2022-08-25,musik,vikariat,Lautruphøj 9,2750,Ballerup,Region Hovedstaden	
65939,vicerektor til herlev gymnasium og hf,2022-08-25,,fast stilling,Højsletten 39,2730,Herlev,Region Hovedstaden	
65940,vikariat i billedkunst,2022-08-26,billedkunst,vikariat,P.E. Eriksens Vej 2,8850,Bjerringbro,Region Midtjylland	
65942,upper secondary teacher of biology at the european school copenhagen,2022-08-25,,fast stilling,Ny Carlsbergvej 99,1799,København V,Region Hovedstaden	
65943,barselsvikar i matematik,2022-08-26,matematik,vikariat,Højvangens Torv 6,8660,Skanderborg,Region Midtjylland	
65944,vikariat i psykologi på efterslægten,2022-08-26,psykologi,vikariat,Efterslægtsvej 5,2400,København NV,Region Hovedstaden	
65945,vikariat i design,2022-08-26,design,vikariat,Østre Hougvej 97,5500,Middelfart,Region Syddanmark	
65946,haster - sygevikariat i dansk på midtsjællands gymnasium.,2022-08-27,dansk,vikariat,Skolegade 31,4690,Haslev,Region Sjælland	
65947,sygevikariat i dansk billedkunst og design,2022-08-29,billedkunst-dansk-design,vikariat,Skovvangen 10,6000,Kolding,Region Syddanmark	
65948,rektor til nakskov gymnasium og hf,2022-08-29,,fast stilling,Søvej 6,4900,Nakskov,Region Sjælland	
65949,vikar på ingrid jespersens gymnasieskole i dansk og engelsk,2022-08-29,dansk-engelsk,vikariat,Nordre Frihavnsgade 9-11,2100,København &#21,Region Hovedstaden	
65950,haster - sygevikariat i tysk på borupgaard gymnasium,2022-08-29,tysk,vikariat,Lautruphøj 9,2750,Ballerup,Region Hovedstaden	
65951,haster: vikar i design,2022-08-30,design,vikariat,Aldershvilevej 138,2880,Bagsværd,Region Hovedstaden	
65952,gammel hellerup gymnasium søger lærere til fysik kemi og informationsteknologi,2022-08-30,fysik-kemi-teknologi,fast stilling,Svanemøllevej 87,2900,Hellerup,Region Hovedstaden	
65953,genopslag: bioteknologilærer med interesse for talentudvikling,2022-08-31,bioteknologi-teknologi,fast stilling,Aldershvilevej 138,2880,Bagsværd,Region Hovedstaden	
65954,horsens gymnasium & hf søger en barselsvikar i matematik,2022-08-31,matematik,vikariat,Studentervænget 2,8700,Horsens,Region Midtjylland	
65955,årsvikar i fysik og kemi,2022-08-31,fysik-kemi,vikariat,Birketinget 9,8000,Aarhus C,Region Midtjylland	
65956,sankt annæ gymnasium søger lærere,2022-09-01,,fast stilling,Sjælør Boulevard 135,2500,Valby,Region Hovedstaden	
65957,er du vores nye planlægningskonsulent?,2022-09-01,,fast stilling,Gymnasievej 10,2620,Albertslund,Region Hovedstaden	
65958,taastrup city gymnasium søger undervisere i historie og psykologi,2022-09-01,historie-psykologi,fast stilling,Erik Husfeldts Vej 2,2630,Taastrup,Region Hovedstaden	
65959,underviser i idræt og andet relevant gymnasiefag,2022-09-01,idræt,fast stilling,Astronom Hansensgade 9,6270,Tønder,Region Syddanmark	
65960,underviser til erhvervsjura søges!,2022-09-02,erhvervsjura,fast stilling,Heimdalsvej 1,3600,Frederikssund,Region Hovedstaden	
65961,timerester i spansk,2022-09-02,spansk,fast stilling,Højagervej 25,5471,Søndersø,Region Syddanmark	
65962,barselvikar (deltid) i fysik og matematik,2022-09-02,fysik-matematik,vikariat,Højagervej 25,5471,Søndersø,Region Syddanmark	
65964,silkeborg gymnasium søger vikar i spansk,2022-09-02,spansk,vikariat,Oslovej 10,8600,Silkeborg,Region Midtjylland	
65965,vikariat i dansk (billedkunst og retorik),2022-09-02,billedkunst-dansk-retorik,vikariat,Falkoner Plads 2,2000,Frederiksberg,Region Hovedstaden	
65966,kontorelev til gefion gymnasium,2022-09-06,,fast stilling,Øster Voldgade 10,1350,København K,Region Hovedstaden	
65967,to lærerstillinger på almen voksenuddannelse (avu),2022-09-02,,fast stilling,Brorsonsvej 2,7400,Herning,Region Midtjylland	
65968,uddannelsesleder på øregård gymnasium,2022-09-02,,fast stilling,Gersonsvej 32,2900,Hellerup,Region Hovedstaden	
65969,rosborg søger 2 lærere i psykologi samfundsfag og historie.,2022-09-02,historie-psykologi-samfundsfag,fast stilling,Vestre Engvej 61,7100,Vejle,Region Syddanmark	
65970,nørre gymnasium søger årsvikar i samfundsfag & dansk samt timerest i tysk,2022-09-04,dansk-samfundsfag-tysk,vikariat,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden	
65971,vicerektor til taastrup city gymnasium,2022-09-04,,fast stilling,Erik Husfeldts Vej 2,2630,Taastrup,Region Hovedstaden	
65972,horsens hf & vuc søger vikar i biologi,2022-09-05,biologi,vikariat,Holmboes Alle 1C,8700,Horsens,Region Midtjylland	
65973,nørrebro gymnasium søger underviser i naturgeografi,2022-09-05,geografi,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
65974,lærervikar til undervisning i dansk på vibenshus gymnasium,2022-09-05,dansk,vikariat,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
65975,fast stilling i virksomhedsøkonomi/finansiering og timerester i matematik dansk og engelsk,2022-09-06,dansk-engelsk-finansiering-matematik-virksomhedsøkonomi,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden	
65976,greve gymnasium søger deltidsvikar i historie,2022-09-06,historie,vikariat,Rådhusholmen 12,2670,Greve,Region Sjælland	
65977,- kantinemedarbejder,2022-09-06,,fast stilling,Brorsonsvej 2,7400,Herning,Region Midtjylland	
65980,nørrebro gymnasium søger underviser i kemi,2022-09-07,kemi,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
65981,erhvervs- og gymnasieuddannelser - ressourcedirektør,2022-09-07,,fast stilling,Absalonsvej 20,4300,Holbæk,Region Sjælland	
65982,timerester i dansk fransk historie og idræt,2022-09-07,dansk-fransk-historie-idræt,fast stilling,Nærum Hovedgade 30,2850,Nærum,Region Hovedstaden	
65983,vikar i samfundsfag,2022-09-12,samfundsfag,vikariat,Skolegyde 1,8000,Aarhus C,Region Midtjylland	
65984,vikar i psykologi,2022-09-12,psykologi,vikariat,Østergade 52,3200,Helsinge,Region Hovedstaden	
65985,vikar i erhvervsøkonomi - haster,2022-09-12,erhvervsøkonomi,vikariat,Aldershvilevej 138,2880,Bagsværd,Region Hovedstaden	
65986,timerest i engelsk a e-learning på efterslægten,2022-09-12,engelsk,fast stilling,Efterslægtsvej 5,2400,København NV,Region Hovedstaden	
65987,undervisere til vestskoven gymnasium,2022-09-13,,fast stilling,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
65988,rybners handelsgymnasium (hhx) søger underviser,2022-09-13,,fast stilling,Grådybet 73G,6700,Esbjerg,Region Syddanmark	
"65989,vuc lyngby søger en hf-lærer til en timerest i erhvervsøkonomi 	,2022-09-13,erhvervsøkonomi,fast stilling,Nybrovej 114,2800,Kongens Lyngby,Region Hovedstaden"	
65990,pædagogisk leder,2022-09-13,,fast stilling,Postboks 225,3950,Aasiaat,	
65991,gymnasielærer i matematik engelsk fysik og kemi,2022-09-13,engelsk-fysik-kemi-matematik,fast stilling,Gl. Skivevej 2,8800,Viborg,Region Midtjylland	
65992,egedal gymnasium og hf søger barselsvikar til hold i historie og oldtidskundskab,2022-09-14,historie-oldtidskundskab,vikariat,Gymnasievej 1,3660,Stenløse,Region Hovedstaden	
65993,borupgaard gymnasium søger vikar i erhvervsøkonomi,2022-09-19,erhvervsøkonomi,vikariat,Lautruphøj 9,2750,Ballerup,Region Hovedstaden	
65994,barselvikar i matematik,2022-09-15,matematik,vikariat,Sønderjyllands Allé 25,2000,Frederiksberg,Region Hovedstaden	
65995,fast stilling i fysik,2022-09-16,fysik,fast stilling,Gymnasievej 4,4600,Køge,Region Sjælland	
65996,vikariater på randers statsskole,2022-09-16,,vikariat,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland	
65997,vikarer i biologi billedkunst og samfundsfag,2022-09-16,billedkunst-biologi-samfundsfag,vikariat,Rødkildevej 42,7100,Vejle,Region Syddanmark	
65998,nørrebro gymnasium søger underviser i fransk-b,2022-09-16,fransk,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
65999,deltidsvikariat i fransk - haster,2022-09-16,fransk,vikariat,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden	
66000,barselsvikariat til undervisning i dansk og idræt,2022-09-19,dansk-idræt,vikariat,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
66001,alssundgymnasiet søger underviser til timerester,2022-09-27,,fast stilling,Grundtvigs Alle 86,6400,Sønderborg,Region Syddanmark	
66002,administrativ medarbejder/sekretær,2022-09-20,,fast stilling,Aldershvilevej 138,2880,Bagsværd,Region Hovedstaden	
66003,næstved gymnasium og hf søger lærere inden for en række fag,2022-09-21,,fast stilling,Nygårdsvej 43,4700,Næstved,Region Sjælland	
66004,sprogunderviser(e) til frederikshavn gymnasium,2022-09-21,,fast stilling,Kærvej 1,9900,Frederikshavn,Region Nordjylland	
66005,akut vikar i samfundsfag,2022-09-21,samfundsfag,vikariat,Stadion Alle 14,2960,Rungsted Kyst,Region Hovedstaden	
66006,deltidsvikar i latin - haster,2022-09-21,latin,vikariat,Østermarksvej 25,8300,Odder,Region Midtjylland	
66007,- vikariat i kemi ( eventuel fastansættelse) i skoleåret 2022/2023,2022-09-22,kemi,vikariat,Øster Voldgade 10,1350,København K,Region Hovedstaden	
66008,årsvikar i samfundsfag og historie,2022-09-22,historie-samfundsfag,vikariat,Solrød Center 2,2680,Solrød Strand,Region Sjælland	
66009,nyborg gymnasium søger proaktiv og planlægningsstærk blæksprutte til sekretariatet,2022-09-22,,fast stilling,Skolebakken 13,5800,Nyborg,Region Syddanmark	
66010,um - rektor på svendborg gymnasium,2022-09-23,,fast stilling,A. P. Møllersvej 35,5700,Svendborg,Region Syddanmark	
66011,vikar i kemi,2022-09-23,kemi,vikariat,Puggårdsgade 22,6760,Ribe,Region Syddanmark	
66012,vikariat i religion,          ,religion,vikariat,         ,    ,       ,         	
66013,administrativ hr-medarbejder med flair for personaleforhold og planlægning,2022-09-26,,fast stilling,Kongevej 37,6400,Sønderborg,Region Syddanmark	
66014,himmelev gymnasium søger vikar i tysk,2022-09-26,tysk,vikariat,Herregårdsvej 30,4000,Roskilde,Region Sjælland	
66015,himmelev gymnasium søger vikar i drama,2022-09-26,,vikariat,Herregårdsvej 30,4000,Roskilde,Region Sjælland	
66016,underviser til next sydkysten gymnasium,2022-09-26,,fast stilling,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
66017,engelsk matematik og spansk på slagelse gymnasium,2022-09-27,engelsk-matematik-spansk,fast stilling,Willemoesvej 2A,4200,Slagelse,Region Sjælland	
66018,ringkjøbing gymnasium søger underviser i matematik,2022-09-30,matematik,fast stilling,Vasevej 24,6950,Ringkøbing,Region Midtjylland	
66019,lyngby gymnasierne søger underviser i tysk i kombination med andet relevant fag,2022-09-28,tysk,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden	
66020,og hf - næstved gymnasium og hf søger elevcoach,2022-09-28,,fast stilling,Nygårdsvej 43,4700,Næstved,Region Sjælland	
66021,barselsvikar i engelsk tysk historie,2022-10-05,engelsk-historie-tysk,vikariat,Jernbanegade 34,5100,Odense C,Region Syddanmark	
66022,egedal gymnasium & hf søger vikar til engelskhold,2022-09-29,engelsk,vikariat,Gymnasievej 1,3660,Stenløse,Region Hovedstaden	
66023,barselsvikariater og timerester  på rødovre gymnasium,2022-09-30,,vikariat,Hendriksholms Boulevard 28,2610,Rødovre,Region Hovedstaden	
66024,årsvikar i dansk og samfundsfag,2022-09-30,dansk-samfundsfag,vikariat,Øster Voldgade 10,1350,København K,Region Hovedstaden	
66025,you and me are we - københavns åbne gymnasium søger vikar på deltid i samfundsfag og engelsk,          ,engelsk-samfundsfag,vikariat,         ,    ,       ,         	
66026,fast stilling i oldtidskundskab i kombination med et andet fag på helsingør gymnasium,2022-10-02,oldtidskundskab,fast stilling,Borgmester P. Christensensvej 3,3000,Helsingør,Region Hovedstaden	
66027,- bogholder,2022-10-03,,fast stilling,Brøndby Stadion 28A,2605,Brøndby,Region Hovedstaden	
66028,årsvikar i engelsk og dansk på thisted gymnasium - kort ansøgningsfrist,2022-10-03,dansk-engelsk,vikariat,Ringvej 32,7700,Thisted,Region Nordjylland	
66029,hf & vuc københavn syd søger vikar i historie,2022-10-03,historie,vikariat,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden	
66032,underviser til idehistorie/historie i kombination med et andet fag søges! - tidsbegrænset,2022-10-03,historie-idehistorie,fast stilling,Carlsbergvej 34,3400,Hillerød,Region Hovedstaden	
66033,gymnasielærer til fagene informatik og programmering,2022-10-03,informatik-programmering,fast stilling,Puggårdsgade 22,6760,Ribe,Region Syddanmark	
66035,hf & vuc københavn syd søger vikar i biologi,2022-10-04,biologi,vikariat,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden	
66036,vikariat i kemi på helsingør gymnasium,2022-10-04,kemi,vikariat,Borgmester P. Christensensvej 3,3000,Helsingør,Region Hovedstaden	
66038,fast stilling i matematik,2022-10-05,matematik,fast stilling,Gymnasievej 2,3060,Espergærde,Region Hovedstaden	
66039,rektor til kolding hf & vuc,          ,,fast stilling,         ,    ,       ,         	
66040,matematik og fysik eller matematik og kemi på kolding gymnasium,2022-10-05,fysik-kemi-matematik,fast stilling,Skovvangen 10,6000,Kolding,Region Syddanmark	
66041,vikar i historie,2022-10-05,historie,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
66042,vikar i tysk og dansk,2022-10-05,dansk-tysk,vikariat,Langbygårdsvej 4,5620,Glamsbjerg,Region Syddanmark	
66043,roskilde katedralskole har 1-2 ledige stillinger til besættelse 1. november eller snarest,2022-10-05,,fast stilling,Holbækvej 59,4000,Roskilde,Region Sjælland	
66044,uddannelseschef til birkerød gymnasium,2022-10-06,,fast stilling,Søndervangen 56,3460,Birkerød,Region Hovedstaden	
66045,jleder,2022-10-06,,fast stilling,Kottesgade 6 - 8,5000,Odense C,Region Syddanmark	
66046,administrativ medarbejder,2022-10-06,,fast stilling,Hendriksholms Boulevard 28,2610,Rødovre,Region Hovedstaden	
66047,herning gymnasium søger en kombineret økonomi- og studieadministrativ medarbejder,          ,,fast stilling,         ,    ,       ,         	
66048,underviser i erhvervsjura til baltorp business gymnasium,2022-10-07,erhvervsjura,fast stilling,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
66049,underviser i afsætning og/eller virksomhedsøkonomi til vestskoven gymnasium,2022-10-07,afsætning-virksomhedsøkonomi,fast stilling,Carl Jacobsens vej 25,2500,Valby,Region Hovedstaden	
66050,vikariat i engelsk på helsingør gymnasium,2022-10-07,engelsk,vikariat,Borgmester P. Christensensvej 3,3000,Helsingør,Region Hovedstaden	
66051,taastrup city gymnasium: resttimer i historie,          ,historie,fast stilling,         ,    ,       ,         	
66052,vikar i fysik,2022-10-10,fysik,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
66054,rektor til middelfart gymnasium & hf,2022-10-10,,fast stilling,Østre Hougvej 97,5500,Middelfart,Region Syddanmark	
66055,you and me are we - københavns åbne gymnasium søger deltidsunderviser i biologi og/eller bioteknologi,2022-10-10,biologi-bioteknologi-teknologi,fast stilling,Sjælør Boulevard 133,2500,Valby,Region Hovedstaden	
